,delay
0,11.048603773117065
1,0.8411338329315186
2,0.05943751335144043
3,0.06909751892089844
4,0.07822084426879883
5,0.07094097137451172
6,0.06296491622924805
7,0.056162118911743164
8,0.05404019355773926
9,0.05980372428894043
10,0.07434749603271484
11,0.052002906799316406
12,0.07099437713623047
13,0.07037496566772461
14,0.06326770782470703
15,0.06084275245666504
16,0.06631946563720703
17,0.077728271484375
18,0.06318473815917969
19,0.06229090690612793
20,0.058829307556152344
21,0.06058073043823242
22,0.05079913139343262
23,0.06989860534667969
24,0.04381871223449707
25,0.061759233474731445
26,0.06592750549316406
27,0.05229926109313965
28,0.06335878372192383
29,0.06938314437866211
30,0.19773077964782715
31,0.0694880485534668
32,0.05205345153808594
33,0.0443115234375
34,0.051206350326538086
35,0.06601142883300781
36,0.05022096633911133
37,0.05027294158935547
38,0.0617525577545166
39,0.070098876953125
40,0.05225849151611328
41,0.05847477912902832
42,0.05921339988708496
43,0.05918455123901367
44,0.05115866661071777
45,0.05919814109802246
46,0.05265164375305176
47,0.06528759002685547
48,0.059473514556884766
49,0.05423784255981445
50,0.0586087703704834
51,0.06306028366088867
52,0.04498553276062012
53,0.04393506050109863
54,0.04332995414733887
55,0.08257102966308594
56,0.09458446502685547
57,0.050940752029418945
58,0.09570121765136719
59,0.0454103946685791
60,0.13703227043151855
61,0.0575406551361084
62,0.04890322685241699
63,0.046605587005615234
64,0.06132054328918457
65,0.05588531494140625
66,0.2839031219482422
67,0.04621315002441406
68,0.04071950912475586
69,0.04487323760986328
70,0.0411679744720459
71,0.04748964309692383
72,0.04696154594421387
73,0.32233595848083496
74,0.04381871223449707
75,0.047738075256347656
76,0.04763150215148926
77,0.046597957611083984
78,0.04663658142089844
79,0.05254840850830078
80,0.0492398738861084
81,0.0659949779510498
82,0.04810523986816406
83,0.0472109317779541
84,0.04504728317260742
85,0.40137481689453125
86,0.31421351432800293
87,0.30924558639526367
88,0.04514741897583008
89,0.043209075927734375
90,0.05060076713562012
91,0.04935646057128906
92,0.049210309982299805
93,0.04408740997314453
94,0.2797360420227051
95,0.050125837326049805
96,0.04891848564147949
97,0.04355454444885254
98,0.048682451248168945
99,0.04998922348022461
100,0.04630589485168457
101,0.3041236400604248
102,0.0466005802154541
103,0.05056285858154297
104,0.04664325714111328
105,0.04605531692504883
106,0.0474400520324707
107,0.4232635498046875
108,0.0475618839263916
109,0.05750465393066406
110,0.04898810386657715
111,0.050881147384643555
112,0.044818878173828125
113,0.04521775245666504
114,0.04411911964416504
115,0.5796685218811035
116,0.05441117286682129
117,0.049721479415893555
118,0.04224991798400879
119,0.044861555099487305
120,0.05050802230834961
121,0.5915200710296631
122,0.5180749893188477
123,0.04697680473327637
124,0.047260284423828125
125,0.04982638359069824
126,0.04396367073059082
127,0.05327653884887695
128,0.04076838493347168
129,0.047292470932006836
130,0.04517722129821777
131,0.04749417304992676
132,0.040244102478027344
133,0.04021644592285156
134,0.04926133155822754
135,0.0532534122467041
136,0.051807403564453125
137,0.03941845893859863
138,0.045906782150268555
139,0.057344675064086914
140,0.04730725288391113
141,0.0522618293762207
142,0.04126286506652832
143,0.04435276985168457
144,0.04668784141540527
145,0.052641868591308594
146,0.04664134979248047
147,0.044531822204589844
148,0.04177451133728027
149,0.040825843811035156
150,0.6195080280303955
151,0.04671502113342285
152,0.05106854438781738
153,0.041082143783569336
154,0.041357994079589844
155,0.04403114318847656
156,0.04815530776977539
157,0.04163408279418945
158,0.0455632209777832
