,delay
0,8.415348052978516
1,0.21916723251342773
2,0.15911364555358887
3,0.14497709274291992
4,0.15984272956848145
5,0.20356535911560059
6,0.1876518726348877
7,0.2194528579711914
8,0.11203432083129883
9,0.13891291618347168
10,0.21341753005981445
11,0.20874714851379395
12,0.23970460891723633
13,0.26439952850341797
14,0.37772321701049805
15,0.12131118774414062
16,0.13605499267578125
17,0.13356232643127441
18,0.14257454872131348
19,0.12652587890625
20,0.14188694953918457
21,0.13790321350097656
22,0.14114785194396973
23,0.33504581451416016
24,0.19106364250183105
25,0.12761902809143066
26,0.37380170822143555
27,0.29798412322998047
28,0.4119858741760254
29,0.18912577629089355
30,0.4514920711517334
31,0.15093588829040527
32,0.1332852840423584
33,0.1397697925567627
34,0.1365373134613037
35,0.12879109382629395
36,0.1546175479888916
37,0.13241910934448242
38,0.12490534782409668
39,0.5351083278656006
40,0.3001832962036133
41,0.13119745254516602
42,0.13812756538391113
43,0.1576707363128662
44,0.50760817527771
45,0.266873836517334
46,0.12865471839904785
47,0.14337444305419922
48,0.1291506290435791
49,0.13173723220825195
50,0.4983203411102295
51,0.26551342010498047
52,0.5217714309692383
53,0.1852705478668213
54,0.12474989891052246
55,0.5859649181365967
56,0.29398465156555176
57,0.6286866664886475
58,0.6971559524536133
59,0.2888028621673584
60,0.1383836269378662
61,0.13416147232055664
62,0.1273355484008789
63,0.1329343318939209
64,0.14151597023010254
65,0.13914752006530762
66,0.1388251781463623
67,0.1377274990081787
68,0.7618021965026855
69,0.1359720230102539
70,0.13489484786987305
71,0.8220493793487549
72,0.8385343551635742
73,0.2335958480834961
74,0.1402297019958496
75,0.13185620307922363
76,0.8332920074462891
77,0.30120849609375
78,0.15505385398864746
79,0.1312575340270996
80,0.12011909484863281
81,0.1255180835723877
82,0.12276625633239746
83,0.1396651268005371
84,0.9033048152923584
85,0.3017854690551758
86,0.9837841987609863
87,0.233689546585083
88,0.13797426223754883
89,1.0782394409179688
90,0.2007770538330078
91,1.0042457580566406
92,0.2072603702545166
93,0.15677642822265625
94,0.20618605613708496
95,0.15685367584228516
96,0.13689684867858887
97,0.1468355655670166
98,0.14188551902770996
99,0.12707257270812988
100,0.12827277183532715
101,0.14654016494750977
102,0.13618040084838867
103,0.13385319709777832
104,0.14523005485534668
105,0.13518142700195312
106,0.1291944980621338
107,0.13294529914855957
108,0.18680334091186523
109,0.13239264488220215
110,0.12954998016357422
111,0.2361311912536621
112,0.12312889099121094
113,0.14329862594604492
114,0.13845586776733398
115,0.16223549842834473
116,0.1655597686767578
117,0.1264493465423584
118,0.1320796012878418
119,0.15233469009399414
120,0.11971449851989746
121,0.13052773475646973
122,0.13400030136108398
123,0.15439867973327637
124,0.13100838661193848
125,0.14863276481628418
126,0.1617584228515625
127,0.1699979305267334
128,0.1301860809326172
129,0.13979554176330566
130,0.11284422874450684
131,0.1446855068206787
132,0.12981081008911133
133,0.12399125099182129
134,0.15906357765197754
135,0.12703990936279297
136,0.1350102424621582
137,0.13654065132141113
138,0.13897204399108887
139,0.13184428215026855
140,0.13384699821472168
141,0.13034701347351074
142,0.12302303314208984
143,0.14496994018554688
144,0.13306498527526855
145,0.12992072105407715
146,0.14368677139282227
147,0.13507342338562012
148,0.15586590766906738
149,0.12026166915893555
150,0.14954733848571777
151,0.15326499938964844
152,0.13983821868896484
153,0.1574230194091797
154,0.13481712341308594
155,0.13463306427001953
156,0.14705634117126465
157,0.14129853248596191
158,0.12847900390625
159,0.1392195224761963
160,0.14383602142333984
161,0.7727179527282715
162,0.17003154754638672
163,0.1290910243988037
164,0.12655377388000488
165,0.1513533592224121
166,0.13074350357055664
167,0.12848949432373047
168,0.14322757720947266
169,0.13762640953063965
170,0.13346552848815918
171,0.11756372451782227
172,0.13097667694091797
173,0.13948750495910645
174,0.1270155906677246
175,0.15191864967346191
176,0.11260867118835449
177,0.14681768417358398
178,0.13572001457214355
179,0.1374049186706543
180,0.12550711631774902
181,0.1572401523590088
182,0.14056086540222168
183,0.12338781356811523
184,0.15364599227905273
185,0.13829612731933594
186,0.12302160263061523
187,0.15488171577453613
188,0.13006234169006348
189,0.13773584365844727
190,0.1306295394897461
191,0.12984824180603027
192,0.15748953819274902
193,0.1392829418182373
194,0.1366281509399414
195,0.13075995445251465
196,0.12928271293640137
197,0.12006378173828125
198,0.14106273651123047
199,0.11982440948486328
200,0.1494133472442627
201,0.12375903129577637
202,0.16049933433532715
203,0.14186716079711914
204,0.4383065700531006
205,0.230299711227417
206,0.160508394241333
207,0.1251382827758789
208,0.2274034023284912
209,0.15264511108398438
210,0.12559938430786133
211,0.1316366195678711
212,0.14167141914367676
213,0.14765262603759766
214,0.1467909812927246
215,0.12988543510437012
216,0.13367676734924316
217,0.15663671493530273
218,0.14715075492858887
219,0.15544557571411133
220,0.1624011993408203
221,0.14679384231567383
222,0.12853479385375977
223,0.15991473197937012
224,0.1401371955871582
225,0.15919828414916992
226,0.14816665649414062
227,0.1355304718017578
228,0.13975048065185547
229,0.14630675315856934
230,0.14694690704345703
231,0.14573383331298828
232,0.13987231254577637
233,0.13518238067626953
234,0.14244699478149414
235,0.1437067985534668
236,0.16569066047668457
237,0.15035200119018555
238,0.15433573722839355
239,0.2680935859680176
240,0.17992830276489258
241,0.16250133514404297
242,0.1480858325958252
243,0.1497509479522705
244,0.15167784690856934
245,0.17882752418518066
246,0.14710760116577148
247,0.1468505859375
248,0.1551356315612793
249,0.15347623825073242
250,0.17352819442749023
251,0.15252947807312012
252,0.15548300743103027
253,0.15288472175598145
254,0.15199971199035645
255,0.1382594108581543
256,0.13876032829284668
257,0.1550121307373047
258,0.15291476249694824
259,0.15195941925048828
260,0.1535661220550537
261,0.14731979370117188
262,0.13811397552490234
263,0.14767980575561523
264,0.14632058143615723
265,0.1452486515045166
266,0.12894845008850098
267,0.25599122047424316
268,0.14560174942016602
269,0.1509239673614502
270,0.13575458526611328
271,0.15488147735595703
272,0.15897393226623535
273,0.12932252883911133
274,0.14787077903747559
275,0.13324451446533203
276,0.1383373737335205
277,0.15062642097473145
278,0.13195109367370605
279,0.16529512405395508
280,0.1370258331298828
281,0.15604114532470703
282,0.14402151107788086
283,0.13497662544250488
284,0.12918734550476074
285,0.14869976043701172
286,0.16410183906555176
287,0.154008150100708
288,0.14345073699951172
289,0.14534449577331543
290,0.1400754451751709
291,0.13518786430358887
292,0.1378331184387207
293,0.14353060722351074
294,0.1509077548980713
295,0.14291048049926758
296,0.1437087059020996
297,0.15177226066589355
298,0.21796965599060059
299,0.15378808975219727
300,0.1522834300994873
301,0.1464853286743164
302,0.1388838291168213
303,0.15523123741149902
304,0.14361906051635742
305,0.1410045623779297
306,0.13538765907287598
307,0.14214086532592773
308,0.13736534118652344
309,0.14427852630615234
310,0.13651561737060547
311,0.13959312438964844
312,0.15519452095031738
313,0.1369307041168213
314,0.14809894561767578
315,0.12514853477478027
316,0.16193008422851562
317,0.14477753639221191
318,0.1433579921722412
319,0.15479731559753418
320,0.12847471237182617
321,0.13129162788391113
322,0.1440441608428955
323,0.13206148147583008
324,0.13320517539978027
325,0.14062809944152832
