,delay
0,5.914386749267578
1,0.5268995761871338
2,0.35431909561157227
3,0.3952019214630127
4,0.21968388557434082
5,0.1473674774169922
6,0.1541459560394287
7,0.15440654754638672
8,0.15445399284362793
9,0.14862275123596191
10,0.13623428344726562
11,0.15852832794189453
12,0.13624143600463867
13,0.16477012634277344
14,0.166426420211792
15,0.16730499267578125
16,0.15554332733154297
17,0.15184783935546875
18,0.16355490684509277
19,0.15950846672058105
20,0.1313009262084961
21,0.1553640365600586
22,0.15556764602661133
23,0.1551802158355713
24,0.15777945518493652
25,0.15056133270263672
26,0.1594548225402832
27,0.1462545394897461
28,0.14277386665344238
29,0.4338200092315674
30,0.18351030349731445
31,0.1487898826599121
32,0.14293432235717773
33,0.14072322845458984
34,0.15313220024108887
35,0.15378332138061523
36,0.15615248680114746
37,0.15819811820983887
38,0.14755797386169434
39,0.1469893455505371
40,0.15358471870422363
41,0.1514568328857422
42,0.15500903129577637
43,0.14584112167358398
44,0.1436622142791748
45,0.16597533226013184
46,0.1591963768005371
47,0.16190195083618164
48,0.14316654205322266
49,0.15006375312805176
50,0.1416788101196289
51,0.14409995079040527
52,0.15167760848999023
53,0.16314935684204102
54,0.16773462295532227
55,0.14441490173339844
56,0.14952921867370605
57,0.23248982429504395
58,0.23401141166687012
59,0.1484973430633545
60,0.15550518035888672
61,0.13628363609313965
62,0.14896154403686523
